Date,Ticker,Returns,Volume,Price or Bid/Ask Average,Shares Outstanding,Turnover
2007-06-28,PFE,0.000781,33906750.0,25.63,7018263.0,0.18849850893414044
2007-06-29,PFE,-0.002341,44346320.0,25.57,7018263.0,0.24711392550276187
2007-07-02,PFE,0.006257,33151150.0,25.73,7018263.0,0.18358160967397005
2007-07-03,PFE,0.003109,17263500.0,25.81,7018263.0,0.09530401689988827
2007-07-05,PFE,0.003487,28822030.0,25.9,7018263.0,0.15856055709506628
2007-07-06,PFE,0.000772,26510210.0,25.92,7018263.0,0.14572985474195882
2007-07-09,PFE,-0.001543,24728430.0,25.88,7018263.0,0.13614529372707632
2007-07-10,PFE,-0.011592,43466460.0,25.58,7018263.0,0.24211633590395365
2007-07-11,PFE,-0.005082,43896280.0,25.45,7018263.0,0.2457594870878594
2007-07-12,PFE,0.020825,53141660.0,25.98,7018263.0,0.2914515242313909
2007-07-13,PFE,-0.002694,30192210.0,25.91,7018263.0,0.16603431385619347
2007-07-16,PFE,0.006561,22897840.0,26.08,7018263.0,0.12509999448249334
2007-07-17,PFE,-0.004601,35210470.0,25.96,7018263.0,0.1932580064581131
2007-07-18,PFE,-0.031972,113297800.0,25.13,7018263.0,0.6423908546279636
2007-07-19,PFE,-0.005571,51915980.0,24.99,7018263.0,0.29600916752125567
2007-07-20,PFE,-0.003601,48330710.0,24.9,7018263.0,0.2765630711584778
2007-07-23,PFE,0.005221,40050000.0,25.03,7018263.0,0.2279880226938007
2007-07-24,PFE,-0.005593,42694490.0,24.89,7018263.0,0.2444090566243349
2007-07-25,PFE,-0.004419,45395890.0,24.78,7018263.0,0.2610270974479215
2007-07-26,PFE,-0.025424,66525890.0,24.15,7018263.0,0.392503848615425
2007-07-27,PFE,-0.014907,53231490.0,23.79,7018263.0,0.31881925442936243
2007-07-30,PFE,-0.001261,50798720.0,23.76,7018263.0,0.3046328223939835
2007-07-31,PFE,-0.010522,62407530.0,23.51,7018263.0,0.3782289144402953
2007-08-01,PFE,0.005104,57355070.0,23.63,7018263.0,0.3458425730946095
2007-08-02,PFE,0.00931,39817960.0,23.85,7018263.0,0.2378816727953415
2007-08-03,PFE,-0.014256,55136130.0,23.51,7018263.0,0.33415965343186954
2007-08-06,PFE,0.025521,52248590.0,24.11,7018263.0,0.30877897821383204
2007-08-07,PFE,0.009954,51762570.0,24.35,7018263.0,0.30289159800326765
2007-08-08,PFE,0.022587,51590510.0,24.61,7018263.0,0.29869542355635176
2007-08-09,PFE,-0.019098,54490470.0,24.14,7018263.0,0.3216278512766513
2007-08-10,PFE,-0.006214,49872460.0,23.99,7018263.0,0.29621081012548406
2007-08-13,PFE,-0.004168,45746400.0,23.89,7018263.0,0.2728419435651364
2007-08-14,PFE,-0.012976,38033260.0,23.58,7018263.0,0.22982121312767498
2007-08-15,PFE,-0.00212,52916830.0,23.53,7018263.0,0.32043670239683136
2007-08-16,PFE,-0.00595,66136860.0,23.39,7018263.0,0.4028874240915992
2007-08-17,PFE,0.023514,48201900.0,23.94,7018263.0,0.2868866719996416
2007-08-20,PFE,0.009607,42511600.0,24.17,7018263.0,0.25061159556709567
2007-08-21,PFE,0.002896,37554490.0,24.24,7018263.0,0.22074944188669285
2007-08-22,PFE,0.016914,40862000.0,24.65,7018263.0,0.23619628201092607
2007-08-23,PFE,-0.001217,33420830.0,24.62,7018263.0,0.19341918274435183
2007-08-24,PFE,0.004874,31995300.0,24.74,7018263.0,0.1842709405460726
2007-08-27,PFE,0.000808,27050120.0,24.76,7018263.0,0.1556642619705212
2007-08-28,PFE,-0.011712,48104700.0,24.47,7018263.0,0.28010696146063874
2007-08-29,PFE,0.008173,37211150.0,24.67,7018263.0,0.2149187488702361
2007-08-30,PFE,-0.004864,27874300.0,24.55,7018263.0,0.16177925629681272
2007-08-31,PFE,0.011813,34973300.0,24.84,6927109.0,0.20325114476161502
2007-09-04,PFE,0.009662,29011000.0,25.08,6927109.0,0.16698718570786095
2007-09-05,PFE,-0.014753,40546400.0,24.71,6927109.0,0.2368795305231243
2007-09-06,PFE,-0.003642,30598780.0,24.62,6927109.0,0.17941718609439333
2007-09-07,PFE,-0.015028,36071190.0,24.25,6927109.0,0.21473196864338637
2007-09-10,PFE,-0.011959,36515500.0,23.96,6927109.0,0.2200079713866839
2007-09-11,PFE,0.009599,30632650.0,24.19,6927109.0,0.18280862369931922
2007-09-12,PFE,0,28151070.0,24.19,6927109.0,0.1679991238878515
2007-09-13,PFE,0.001654,31544400.0,24.23,6927109.0,0.1879389670750838
2007-09-14,PFE,0.002476,35082000.0,24.29,6927109.0,0.20849939925116592
2007-09-17,PFE,-0.006587,40721850.0,24.13,6927109.0,0.24362292688272486
2007-09-18,PFE,0.016991,40684800.0,24.54,6927109.0,0.23933466479500287
2007-09-19,PFE,0.013855,44258160.0,24.88,6927109.0,0.25679759792555434
2007-09-20,PFE,-0.014469,38639380.0,24.52,6927109.0,0.2274875649045183
2007-06-20,CBE,0.001055,1515200.0,56.94,186500.0,0.14268347001829687
2007-06-21,CBE,-0.002986,1431900.0,56.77,186500.0,0.13524305071826914
2007-06-22,CBE,0.005637,8127500.0,57.09,186500.0,0.7633401378849162
2007-06-25,CBE,-0.001752,2372663.0,56.99,186500.0,0.22323308684511228
2007-06-26,CBE,0.004036,1545439.0,57.22,186500.0,0.14481887789286071
2007-06-27,CBE,-0.005942,1607700.0,56.88,186500.0,0.1515537154557075
2007-06-28,CBE,0.010021,824700.0,57.45,186500.0,0.0769709993770081
2007-06-29,CBE,-0.006266,1036000.0,57.09,186500.0,0.09730180041202992
2007-07-02,CBE,0.015064,879800.0,57.95,186500.0,0.08140511257046497
2007-07-03,CBE,0.001035,491100.0,58.01,186500.0,0.04539293169847299
2007-07-05,CBE,-0.004137,1193300.0,57.77,186500.0,0.11075629947916787
2007-07-06,CBE,0.011598,565900.0,58.44,186500.0,0.05192190886186515
2007-07-09,CBE,0.004791,666500.0,58.72,186500.0,0.060860465625935965
2007-07-10,CBE,-0.016349,841300.0,57.76,186500.0,0.07809889122410937
2007-07-11,CBE,0.002424,936200.0,57.9,186500.0,0.08669843077877638
2007-07-12,CBE,0.008636,2028900.0,58.4,186500.0,0.1862811708105329
2007-07-13,CBE,-0.001199,1271200.0,58.33,186500.0,0.11685386235015804
2007-07-16,CBE,0.005143,832000.0,58.63,186500.0,0.07608947646873496
2007-07-17,CBE,-0.002217,980800.0,58.5,186500.0,0.08989711509818749
2007-07-18,CBE,-0.001026,1457928.0,58.44,186500.0,0.13376639820314778
2007-07-19,CBE,-0.02293,1976200.0,57.1,186500.0,0.18557349647624458
2007-07-20,CBE,-0.002977,1613000.0,56.93,186500.0,0.15191978861204367
2007-07-23,CBE,-0.015458,1449036.0,56.05,186500.0,0.13861962581283946
2007-07-24,CBE,-0.012846,1263698.0,55.33,186500.0,0.12246268913450808
2007-07-25,CBE,-0.014278,1893888.0,54.54,186500.0,0.1861917022801476
2007-07-26,CBE,-0.011001,2242713.0,53.94,186500.0,0.2229379083700388
2007-07-27,CBE,-0.024101,1950894.0,52.64,186500.0,0.19871880016623614
2007-07-30,CBE,0.008549,1514332.0,53.09,186500.0,0.15294297659344216
2007-07-31,CBE,-0.003202,1534501.0,52.92,186500.0,0.15547784201556702
2007-08-01,CBE,0.006614,1426860.0,53.27,186500.0,0.14362162306344683
2007-08-02,CBE,-0.00413,2154972.0,53.05,186500.0,0.21780979550376117
2007-08-03,CBE,-0.039585,1759720.0,50.95,186500.0,0.185191285153136
2007-08-06,CBE,0.010206,1422624.0,51.47,186500.0,0.14820304495551953
2007-08-07,CBE,-0.02448,1987400.0,50.21,186500.0,0.21223461995810625
2007-08-08,CBE,0.000598,2411300.0,50.24,186500.0,0.25734917436519184
2007-08-09,CBE,-0.013535,2138594.0,49.56,186500.0,0.2313759474799144
2007-08-10,CBE,0.021792,1964367.0,50.64,186500.0,0.20799365970801623
2007-08-13,CBE,0.021919,1098800.0,51.75,186500.0,0.11384906295735063
2007-08-14,CBE,-0.031691,1105500.0,50.11,186500.0,0.1182920363404264
2007-08-15,CBE,-0.011175,1263345.0,49.55,186500.0,0.1367097442667655
2007-08-16,CBE,-0.046418,3728031.0,47.25,186500.0,0.42305698114813395
2007-08-17,CBE,0.049524,1729164.0,49.59,186500.0,0.1869662600617287
2007-08-20,CBE,0.01835,981762.0,50.5,186500.0,0.10424038436015183
2007-08-21,CBE,-0.003762,524200.0,50.31,186500.0,0.05586809502265578
2007-08-22,CBE,0.022858,565000.0,51.46,186500.0,0.05887078539879487
2007-08-23,CBE,-0.027983,850300.0,50.02,186500.0,0.09114852718430054
2007-08-24,CBE,0.010996,784600.0,50.57,186500.0,0.0831910324181012
2007-08-27,CBE,-0.022345,1030920.0,49.44,186500.0,0.1118066581639293
2007-08-28,CBE,-0.026699,1055400.0,48.12,186500.0,0.11760143876234347
2007-08-29,CBE,0.054655,941500.0,50.54,186500.0,0.09988637460732401
2007-08-30,CBE,-0.011872,812000.0,49.94,186500.0,0.0871823668294715
2007-08-31,CBE,0.02463,1130500.0,51.17,183693.0,0.12027144886203585
2007-09-04,CBE,0.009185,1030700.0,51.64,183693.0,0.10865593054568706
2007-09-05,CBE,-0.012006,1038800.0,51.02,183693.0,0.11084060299054987
2007-09-06,CBE,0.017052,1224000.0,51.89,183693.0,0.12841186105236121
2007-09-07,CBE,-0.010599,1780900.0,51.34,183693.0,0.1888387263644062
2007-09-10,CBE,-0.024737,1382600.0,50.07,183693.0,0.1503233183744018
2007-09-11,CBE,0.041342,2124900.0,52.14,183693.0,0.22185788206929563
2007-09-12,CBE,-0.004603,1052300.0,51.9,183693.0,0.11037725915045887
2007-09-13,CBE,-0.017341,1193700.0,51.0,183693.0,0.12741847731236997
2007-09-14,CBE,-0.011176,1394500.0,50.43,183693.0,0.15053481164801
2007-09-17,CBE,-0.014476,768800.0,49.7,183693.0,0.08421013798709577
2007-09-18,CBE,0.015091,2552900.0,50.45,183693.0,0.27547362615190296
2007-09-19,CBE,-0.001388,1945200.0,50.38,183693.0,0.210190697228152
2007-09-20,CBE,-0.01449,1496800.0,49.65,183693.0,0.16411637462740017
2007-06-20,EMR,-0.021584,2991600.0,48.05,795263.0,0.0782887493591198
2007-06-21,EMR,0.001041,2968821.0,48.1,795263.0,0.07761187218800611
2007-06-22,EMR,-0.007484,3953300.0,47.74,795263.0,0.10412777311193915
2007-06-25,EMR,-0.002723,2104787.0,47.61,795263.0,0.055590322567593685
2007-06-26,EMR,0.00063,2265796.0,47.64,795263.0,0.059805107559044994
2007-06-27,EMR,-0.007557,2977000.0,47.28,795263.0,0.0791754589723963
2007-06-28,EMR,0.001058,2029900.0,47.33,795263.0,0.05392962022073605
2007-06-29,EMR,-0.011198,3092490.0,46.8,795263.0,0.08309055765683322
2007-07-02,EMR,0.014316,2655678.0,47.47,795263.0,0.07034697175158625
2007-07-03,EMR,0.007162,889300.0,47.81,795263.0,0.023389383321360778
2007-07-05,EMR,-0.002928,1417400.0,47.67,795263.0,0.037388367199255514
2007-07-06,EMR,0.008391,1925400.0,48.07,795263.0,0.05036583845676407
2007-07-09,EMR,0.009361,2410690.0,48.52,795263.0,0.06247550812308386
2007-07-10,EMR,-0.019167,4044800.0,47.59,795263.0,0.10687363238798157
2007-07-11,EMR,0.01597,3264500.0,48.35,795263.0,0.08490033763403974
2007-07-12,EMR,0.021924,2852178.0,49.41,795263.0,0.07258568749815186
2007-07-13,EMR,0.008096,2140500.0,49.81,795263.0,0.054036587310651744
2007-07-16,EMR,0.008231,3590100.0,50.22,795263.0,0.08989158957116403
2007-07-17,EMR,0.005376,2657508.0,50.49,795263.0,0.06618482619503664
2007-07-18,EMR,-0.008319,2878810.0,50.07,795263.0,0.07229772542112958
2007-07-19,EMR,0.012582,2516200.0,50.7,795263.0,0.06240601074298567
2007-07-20,EMR,-0.01499,4059958.0,49.94,795263.0,0.10222620197251868
2007-07-23,EMR,0.005807,2218400.0,50.23,795263.0,0.05553488811632249
2007-07-24,EMR,-0.021103,2972710.0,49.17,795263.0,0.07602239695700955
2007-07-25,EMR,-0.00122,2940621.0,49.11,795263.0,0.07529364864409555
2007-07-26,EMR,-0.017512,5253567.0,48.25,795263.0,0.13691347091035333
2007-07-27,EMR,-0.022383,4330087.0,47.17,795263.0,0.11543033840388797
2007-07-30,EMR,0.015052,3869087.0,47.88,795263.0,0.10161166703917836
2007-07-31,EMR,-0.016917,3933600.0,47.07,795263.0,0.10508366707155053
2007-08-01,EMR,0.017208,3767500.0,47.88,795263.0,0.09894374449840608
2007-08-02,EMR,-0.005013,3768710.0,47.64,795263.0,0.09947413929093725
2007-08-03,EMR,-0.02246,3364800.0,46.57,795263.0,0.09085362085691169
2007-08-06,EMR,0.033069,3474200.0,48.11,795263.0,0.09080477400587067
2007-08-07,EMR,0.006444,4576600.0,48.42,795263.0,0.1188522462214684
2007-08-08,EMR,0.003098,3511500.0,48.57,795263.0,0.09091044678133628
2007-08-09,EMR,-0.056619,5197400.0,45.82,795263.0,0.14263308646001496
2007-08-10,EMR,0.027717,4486400.0,47.09,795263.0,0.11980047068185397
2007-08-13,EMR,0.021661,3300300.0,48.11,795263.0,0.08625956929698203
2007-08-14,EMR,-0.02328,3351019.0,46.99,795263.0,0.0896727870781648
2007-08-15,EMR,-0.018036,3365685.0,45.88,795263.0,0.09224424504591709
2007-08-16,EMR,-0.010026,6045860.0,45.42,795263.0,0.1673786956812832
2007-08-17,EMR,0.019595,5169700.0,46.31,795263.0,0.1403717723405604
2007-08-20,EMR,0.017707,3762300.0,47.13,795263.0,0.10037954103974953
2007-08-21,EMR,-0.024401,4687300.0,45.98,795263.0,0.12818671151597721
2007-08-22,EMR,0.021314,3462200.0,46.96,795263.0,0.09270716204475665
2007-08-23,EMR,-0.015545,2810200.0,46.23,795263.0,0.07643681085411332
2007-08-24,EMR,0.033528,2595000.0,47.78,795263.0,0.06829366810158514
2007-08-27,EMR,-0.007116,1785320.0,47.44,795263.0,0.04732172993163764
2007-08-28,EMR,-0.011383,4131200.0,46.9,795263.0,0.1107624620364356
2007-08-29,EMR,0.028785,2885500.0,48.25,795263.0,0.07519915903077366
2007-08-30,EMR,-0.00601,1841700.0,47.96,795263.0,0.048286856832923525
2007-08-31,EMR,0.02648,2850100.0,49.23,792024.0,0.07309571532792956
2007-09-04,EMR,0.006906,2425300.0,49.57,792024.0,0.06177435308011596
2007-09-05,EMR,-0.014727,3675700.0,48.84,792024.0,0.09502241442182655
2007-09-06,EMR,-0.00389,2577500.0,48.65,792024.0,0.0668925092732612
2007-09-07,EMR,-0.026105,2507100.0,47.38,792024.0,0.06680950571499239
2007-09-10,EMR,0.005699,2606200.0,47.65,792024.0,0.06905680696353769
2007-09-11,EMR,0.005247,2088800.0,47.9,792024.0,0.05505832608307329
2007-09-12,EMR,0,1934600.0,47.9,792024.0,0.050993794350973565
2007-09-13,EMR,0.004384,1531600.0,48.11,792024.0,0.040194965380398594
2007-09-14,EMR,0.011432,2492500.0,48.66,792024.0,0.06467325515703941
2007-09-17,EMR,-0.01007,1779944.0,48.17,792024.0,0.04665426488094188
2007-09-18,EMR,0.041935,2821700.0,50.19,792024.0,0.07098315533624773
2007-09-19,EMR,0.015541,3324215.0,50.97,792024.0,0.08234479058944774
2007-09-20,EMR,-0.011968,2554900.0,50.36,792024.0,0.06405452913602629
2007-06-20,JNJ,-0.006088,11430470.0,62.04,2896558.0,0.06360775532433462
2007-06-21,JNJ,0.001128,10370660.0,62.11,2896558.0,0.0576451319813302
2007-06-22,JNJ,-0.022219,22061960.0,60.73,2896558.0,0.12541762794267303
2007-06-25,JNJ,0.006257,12967700.0,61.11,2896558.0,0.07326025769259742
2007-06-26,JNJ,0.008837,13908390.0,61.65,2896558.0,0.07788638552724453
2007-06-27,JNJ,-0.003244,14158220.0,61.45,2896558.0,0.07954347134599768
2007-06-28,JNJ,0.000814,9515792.0,61.5,2896558.0,0.05341799653355881
2007-06-29,JNJ,0.001951,12025790.0,61.62,2896558.0,0.06737669324685197
2007-07-02,JNJ,0.003733,8105026.0,61.85,2896558.0,0.04524102951366652
2007-07-03,JNJ,0.001617,4716239.0,61.95,2896558.0,0.02628283843799241
2007-07-05,JNJ,0.005327,8300092.0,62.28,2896558.0,0.04600998304100579
2007-07-06,JNJ,-0.002408,7558898.0,62.13,2896558.0,0.04200247695888639
2007-07-09,JNJ,0.009496,18794400.0,62.72,2896558.0,0.10345230865216508
2007-07-10,JNJ,-0.008291,14338250.0,62.2,2896558.0,0.07958359154071167
2007-07-11,JNJ,0.010611,11145900.0,62.86,2896558.0,0.06121509622052547
2007-07-12,JNJ,0.007954,11042340.0,63.36,2896558.0,0.06016774256224321
2007-07-13,JNJ,0.001105,8999302.0,63.43,2896558.0,0.04898147799694504
2007-07-16,JNJ,0.005833,13369120.0,63.8,2896558.0,0.07234356619932951
2007-07-17,JNJ,-0.016614,27568320.0,62.74,2896558.0,0.15169929334105853
2007-07-18,JNJ,-0.008607,16892430.0,62.2,2896558.0,0.09376041352675982
2007-07-19,JNJ,0.003055,12653800.0,62.39,2896558.0,0.07002026517552594
2007-07-20,JNJ,-0.009617,13773900.0,61.79,2896558.0,0.07695848352365253
2007-07-23,JNJ,0.003399,9443800.0,62.0,2896558.0,0.05258632999536335
2007-07-24,JNJ,-0.008548,10754800.0,61.47,2896558.0,0.06040277569420833
2007-07-25,JNJ,0.000976,10622400.0,61.53,2896558.0,0.05960099459045261
2007-07-26,JNJ,-0.009264,23335660.0,60.96,2896558.0,0.1321578306121644
2007-07-27,JNJ,-0.019521,23489240.0,59.77,2896558.0,0.13567614030289746
2007-07-30,JNJ,0.005019,13605100.0,60.07,2896558.0,0.07819191997195114
2007-07-31,JNJ,0.007158,21874200.0,60.5,2896558.0,0.12482298810981463
2007-08-01,JNJ,0.007603,17638780.0,60.96,2896558.0,0.09989444907258818
2007-08-02,JNJ,0.001148,17094900.0,61.03,2896558.0,0.09670322672549356
2007-08-03,JNJ,-0.007865,12984330.0,60.55,2896558.0,0.07403262831839737
2007-08-06,JNJ,0.028902,14768000.0,62.3,2896558.0,0.08183732173036457
2007-08-07,JNJ,-0.003531,18086400.0,62.08,2896558.0,0.10058151992315259
2007-08-08,JNJ,0.006604,15477600.0,62.49,2896558.0,0.08550881045594096
2007-08-09,JNJ,-0.026564,20821000.0,60.83,2896558.0,0.11816844988570827
2007-08-10,JNJ,0.005261,15562000.0,61.15,2896558.0,0.08785909399014626
2007-08-13,JNJ,0.004906,11132700.0,61.45,2896558.0,0.06254554622357814
2007-08-14,JNJ,-0.005207,18623200.0,61.13,2896558.0,0.10517625003793671
2007-08-15,JNJ,0.002781,13757500.0,61.3,2896558.0,0.07748128555354028
2007-08-16,JNJ,0.005383,24001900.0,61.63,2896558.0,0.13445322544754104
2007-08-17,JNJ,0.006328,18327900.0,62.02,2896558.0,0.1020231469878083
2007-08-20,JNJ,-0.003064,12954900.0,61.83,2896558.0,0.07233568347970505
2007-08-21,JNJ,-0.002588,12477700.0,61.67,2896558.0,0.06985192228725384
2007-08-22,JNJ,0.005513,12141600.0,62.01,2896558.0,0.06759770641917451
2007-08-23,JNJ,0.001613,8809400.0,62.11,2896558.0,0.048966895614775754
2007-08-24,JNJ,0.002979,9166300.0,61.88,2896558.0,0.0511400952788932
2007-08-27,JNJ,-0.004525,10458760.0,61.6,2896558.0,0.05861614541640973
2007-08-28,JNJ,-0.005682,14789300.0,61.25,2896558.0,0.08336030529465437
2007-08-29,JNJ,0.009959,10176700.0,61.86,2896558.0,0.05679561770922862
2007-08-30,JNJ,-0.004203,8354000.0,61.6,2896558.0,0.046820012966038695
2007-08-31,JNJ,0.003084,13365300.0,61.79,2894509.0,0.07472838765171153
2007-09-04,JNJ,0.003075,9167600.0,61.98,2894509.0,0.05110097420720846
2007-09-05,JNJ,-0.005324,11283800.0,61.65,2894509.0,0.06323352530957758
2007-09-06,JNJ,0.000162,7724324.0,61.66,2894509.0,0.04327948232983207
2007-09-07,JNJ,0.000324,13552950.0,61.68,2894509.0,0.07591272245681695
2007-09-10,JNJ,0.002594,10180500.0,61.84,2894509.0,0.056875433922884126
2007-09-11,JNJ,0.003396,9947109.0,62.05,2894509.0,0.0553834730938874
2007-09-12,JNJ,0.007413,11638790.0,62.51,2894509.0,0.06432553827405123
2007-09-13,JNJ,0.009599,13499000.0,63.11,2894509.0,0.07389729015007025
2007-09-14,JNJ,0.001426,9369163.0,63.2,2894509.0,0.05121637210317881
2007-09-17,JNJ,-0.004114,11085700.0,62.94,2894509.0,0.060850125564602155
2007-09-18,JNJ,0.014141,12657450.0,63.83,2894509.0,0.06850881755836194
2007-09-19,JNJ,0.01034,17955880.0,64.49,2894509.0,0.0961921015640307
2007-09-20,JNJ,0.004652,12079400.0,64.79,2894509.0,0.06441136141525973
2007-06-20,GLW,-0.014627,14917010.0,25.6,1572789.0,0.37048561703127375
2007-06-21,GLW,0.003516,23001290.0,25.69,1572789.0,0.5692691201416851
2007-06-22,GLW,-0.007785,14099000.0,25.49,1572789.0,0.35168027634040866
2007-06-25,GLW,0.006669,10609410.0,25.66,1572789.0,0.26288397797712176
2007-06-26,GLW,-0.010522,14342700.0,25.39,1572789.0,0.35916809451240994
2007-06-27,GLW,0.006696,9701032.0,25.56,1572789.0,0.24131628153187812
2007-06-28,GLW,0.005477,8066141.0,25.7,1572789.0,0.19955482042355585
2007-06-29,GLW,-0.005837,8477162.0,25.55,1572789.0,0.21095465598158078
2007-07-02,GLW,0.008219,5901782.0,25.76,1572789.0,0.145668900341609
2007-07-03,GLW,0.005435,3487913.0,25.9,1572789.0,0.08562398109247686
2007-07-05,GLW,-0.008494,10699170.0,25.68,1572789.0,0.2649016147712074
2007-07-06,GLW,0.005452,9124349.0,25.82,1572789.0,0.22468557300198566
2007-07-09,GLW,0.014717,11032270.0,26.2,1572789.0,0.2677275894182804
2007-07-10,GLW,-0.011832,16920880.0,25.89,1572789.0,0.4155472686035976
2007-07-11,GLW,0.005794,8896500.0,26.04,1572789.0,0.2172239667481067
2007-07-12,GLW,0.045315,19927350.0,27.22,1572789.0,0.46546921683107934
2007-07-13,GLW,-0.006245,11837590.0,27.05,1572789.0,0.2782438419737943
2007-07-16,GLW,-0.004806,8735600.0,26.92,1572789.0,0.2063227990697745
2007-07-17,GLW,-0.004086,7958175.0,26.81,1572789.0,0.18873228934784503
2007-07-18,GLW,-0.002984,11179200.0,26.73,1572789.0,0.2659140619371352
2007-07-19,GLW,0.005986,9393400.0,26.89,1572789.0,0.22210664451411208
2007-07-20,GLW,-0.013388,10236200.0,26.53,1572789.0,0.24531892318829626
2007-07-23,GLW,0.006785,21699700.0,26.71,1572789.0,0.5165464469957738
2007-07-24,GLW,-0.019468,19610800.0,26.19,1572789.0,0.4760903174911731
2007-07-25,GLW,-0.05651,52181780.0,24.71,1572789.0,1.3426897729971639
2007-07-26,GLW,-0.013355,30073430.0,24.38,1572789.0,0.7842938322044882
2007-07-27,GLW,-0.034454,20290400.0,23.54,1572789.0,0.5480418038565309
2007-07-30,GLW,0.03356,14995400.0,24.33,1572789.0,0.3918731275133161
2007-07-31,GLW,-0.02014,15820000.0,23.84,1578668.0,0.4203484228646211
2007-08-01,GLW,0.01594,16002770.0,24.22,1578668.0,0.4185334937593031
2007-08-02,GLW,-0.00578,16698100.0,24.08,1578668.0,0.4392580903837288
2007-08-03,GLW,-0.022425,14355200.0,23.54,1578668.0,0.3862886815270025
2007-08-06,GLW,-0.007647,27277000.0,23.36,1578668.0,0.7396614072880099
2007-08-07,GLW,-0.007705,18876200.0,23.18,1578668.0,0.5158344377054184
2007-08-08,GLW,0.03667,20506300.0,24.03,1578668.0,0.5405585364289279
2007-08-09,GLW,-0.01831,18569900.0,23.59,1578668.0,0.49864425335482226
2007-08-10,GLW,-0.005935,21836800.0,23.45,1578668.0,0.5898686886842063
2007-08-13,GLW,0.009808,13594200.0,23.68,1578668.0,0.36364795630993463
2007-08-14,GLW,-0.01478,13131300.0,23.33,1578668.0,0.3565350074879764
2007-08-15,GLW,-0.017145,13900080.0,22.93,1578668.0,0.38399223234705626
2007-08-16,GLW,-0.020497,24060500.0,22.46,1578668.0,0.6785847422063658
2007-08-17,GLW,0.024043,18772800.0,23.0,1578668.0,0.5170236526313157
2007-08-20,GLW,0.026087,14170600.0,23.6,1578668.0,0.38035176018160427
2007-08-21,GLW,-0.010169,11255500.0,23.36,1578668.0,0.3052116790603877
2007-08-22,GLW,0.010274,12981800.0,23.6,1578668.0,0.3484432896507946
2007-08-23,GLW,-0.008898,9570600.0,23.39,1578668.0,0.25918993800579443
2007-08-24,GLW,0.024797,10208420.0,23.97,1578668.0,0.2697737506033442
2007-08-27,GLW,-0.013767,9027061.0,23.59,1578668.0,0.24239721766586977
2007-08-28,GLW,-0.027554,10376500.0,22.94,1578668.0,0.28652773786543967
2007-08-29,GLW,0.032694,8987100.0,23.69,1578668.0,0.24030549821322242
2007-08-30,GLW,-0.020684,13066000.0,23.2,1578668.0,0.35674990255862143
2007-08-31,GLW,0.007328,11758500.0,23.37,1578668.0,0.3187149278799387
2007-09-04,GLW,0.033376,16765440.0,24.15,1578668.0,0.43975118138356034
2007-09-05,GLW,-0.000828,15409800.0,24.13,1578668.0,0.40452826744817305
2007-09-06,GLW,0.043514,23875000.0,25.18,1578668.0,0.6006159327333339
2007-09-07,GLW,-0.018666,16383000.0,24.71,1578668.0,0.4199812289539685
2007-09-10,GLW,0.008094,13781700.0,24.91,1578668.0,0.35045984022363547
2007-09-11,GLW,0.010839,9413100.0,25.18,1578668.0,0.23680242246752442
2007-09-12,GLW,-0.00556,11286600.0,25.04,1578668.0,0.28552096546050054
2007-09-13,GLW,-0.038339,20146130.0,24.08,1578668.0,0.5299615281033381
2007-09-14,GLW,-0.014535,14785190.0,23.73,1578668.0,0.3946738624271522
2007-09-17,GLW,-0.013485,11800640.0,23.41,1578668.0,0.3193106046207278
2007-09-18,GLW,0.026057,21521900.0,24.02,1578668.0,0.5675665607718234
2007-09-19,GLW,0,26849480.0,24.02,1578668.0,0.7080632761100022
2007-09-20,GLW,-0.007077,17963400.0,23.85,1578668.0,0.47709992850751826
2007-06-20,PPG,-0.00802,705400.0,74.21,164173.0,0.05789903020298151
2007-06-21,PPG,0.00539,487400.0,74.61,164173.0,0.039791173797280525
2007-06-22,PPG,-0.013805,1014100.0,73.58,164173.0,0.08394972250539674
2007-06-25,PPG,0.003262,832641.0,73.82,164173.0,0.0687039990853032
2007-06-26,PPG,0.000948,979300.0,73.89,164173.0,0.08072877336712707
2007-06-27,PPG,0.019218,991900.0,75.31,164173.0,0.08022569874231994
2007-06-28,PPG,-0.010224,1038100.0,74.54,164173.0,0.08482972679952773
2007-06-29,PPG,0.021063,1505900.0,76.11,164173.0,0.12051821121366407
2007-07-02,PPG,0.011037,698000.0,76.95,164173.0,0.05525162609671559
2007-07-03,PPG,-0.005458,252200.0,76.53,164173.0,0.02007296995761123
2007-07-05,PPG,0.01176,775100.0,77.43,164173.0,0.06097428878497279
2007-07-06,PPG,-0.004908,554400.0,77.05,164173.0,0.04382771655070985
2007-07-09,PPG,0.010772,820000.0,77.88,164173.0,0.06413368217426298
2007-07-10,PPG,-0.015023,924985.0,76.71,164173.0,0.07344816889050328
2007-07-11,PPG,0.003129,750200.0,76.95,164173.0,0.059383624495352484
2007-07-12,PPG,0.018064,939500.0,78.34,164173.0,0.07304853035990458
2007-07-13,PPG,0.006,521400.0,78.81,164173.0,0.04029841500328447
2007-07-16,PPG,-0.001269,704400.0,78.71,164173.0,0.05451144576029543
2007-07-17,PPG,0.023885,1348500.0,80.59,164173.0,0.10192202899479241
2007-07-18,PPG,-0.002109,1297100.0,80.42,164173.0,0.09824436643088205
